food_name,serving_size,calories,protein,fat,carbohydrates,sugar,dietary_fiber,saturated_fat,trans_fat,natrium
,,,,,,,,,,120
,,,,,,,,,,452
,,,,,,,,,,288
,,,,,,,,,,189
,,,,,,,,,,300
,,,,,,,,,,296
,,,,,,,,,,300
,,,,,,,,,,460
,,,,,,,,,,490
,,,,,,,,,,300
,,,,,,,,,,450
,,,,,,,,,,205
,,,,,,,,,,308
,,,,,,,,,,240
,,,,,,,,,,152
,,,,,,,,,,400
,,,,,,,,,,133
,,,,,,,,,,105
,,,,,,,,,,267
,,,,,,,,,,310
,,,,,,,,,,100
,,,,,,,,,,143
,,,,,,,,,,125
,,,,,,,,,,400
,,,,,,,,,,85
,,,,,,,,,,112
,,,,,,,,,,200
,,,,,,,,,,184
,,,,,,,,,,179
,,,,,,,,,,433
,,,,,,,,,,456
,,,,,,,,,,433
,,,,,,,,,,250
,,,,,,,,,,232
,,,,,,,,,,90
,,,,,,,,,,90
,,,,,,,,,,360
,,,,,,,,,,150
,,,,,,,,,,181
,,,,,,,,,,187
,,,,,,,,,,773
,,,,,,,,,,160
,,,,,,,,,,160
,,,,,,,,,,343
,,,,,,,,,,290
,,,,,,,,,,271
,,,,,,,,,,135
,,,,,,,,,,81
,,,,,,,,,,180
,,,,,,,,,,286
,,,,,,,,,,364
,,,,,,,,,,264
,,,,,,,,,,364
,,,,,,,,,,364
,,,,,,,,,,333
,,,,,,,,,,150
,,,,,,,,,,475
,,,,,,,,,,592
,,,,,,,,,,4
,,,,,,,,,,47
,,,,,,,,,,287
,,,,,,,,,,190
,,,,,,,,,,120
,,,,,,,,,,533
,,,,,,,,,,457
,,,,,,,,,,0
,,,,,,,,,,265
,,,,,,,,,,593
,,,,,,,,,,364
,,,,,,,,,,377
,,,,,,,,,,130
,,,,,,,,,,401
,,,,,,,,,,408
,,,,,,,,,,345
,,,,,,,,,,425
,,,,,,,,,,425
,,,,,,,,,,346
,,,,,,,,,,240
,,,,,,,,,,172
,,,,,,,,,,152
,,,,,,,,,,102
,,,,,,,,,,249
,,,,,,,,,,314
,,,,,,,,,,200
,,,,,,,,,,180
,,,,,,,,,,440
,,,,,,,,,,118
,,,,,,,,,,170
,,,,,,,,,,328
,,,,,,,,,,243
,,,,,,,,,,650
,,,,,,,,,,81
,,,,,,,,,,698
,,,,,,,,,,200
,,,,,,,,,,544
,,,,,,,,,,330
,,,,,,,,,,312
,,,,,,,,,,260
,,,,,,,,,,260
,,,,,,,,,,485
,,,,,,,,,,269
,,,,,,,,,,260
,,,,,,,,,,365
,,,,,,,,,,500
,,,,,,,,,,271
,,,,,,,,,,345
,,,,,,,,,,167
,,,,,,,,,,400
,,,,,,,,,,195
,,,,,,,,,,354
,,,,,,,,,,361
,,,,,,,,,,259
,,,,,,,,,,236
,,,,,,,,,,65
,,,,,,,,,,70
,,,,,,,,,,399
,,,,,,,,,,25
,,,,,,,,,,371
,,,,,,,,,,400
,,,,,,,,,,440
,,,,,,,,,,107
,,,,,,,,,,192
,,,,,,,,,,441
,,,,,,,,,,316
,,,,,,,,,,199
,,,,,,,,,,396
,,,,,,,,,,420
,,,,,,,,,,275
,,,,,,,,,,304
,,,,,,,,,,347
,,,,,,,,,,338
,,,,,,,,,,50
,,,,,,,,,,380
,,,,,,,,,,138
,,,,,,,,,,520
,,,,,,,,,,253
,,,,,,,,,,43
,,,,,,,,,,50
,,,,,,,,,,204
,,,,,,,,,,274
,,,,,,,,,,274
,,,,,,,,,,113
,,,,,,,,,,330
,,,,,,,,,,200
,,,,,,,,,,330
,,,,,,,,,,261
,,,,,,,,,,405
,,,,,,,,,,140
,,,,,,,,,,123
,,,,,,,,,,137
,,,,,,,,,,160
,,,,,,,,,,180
,,,,,,,,,,60
,,,,,,,,,,226
,,,,,,,,,,328
,,,,,,,,,,80
,,,,,,,,,,600
,,,,,,,,,,318
,,,,,,,,,,333
,,,,,,,,,,240
,,,,,,,,,,279
,,,,,,,,,,140
,,,,,,,,,,170
,,,,,,,,,,192
,,,,,,,,,,175
,,,,,,,,,,132
,,,,,,,,,,438
,,,,,,,,,,1190
,,,,,,,,,,478
,,,,,,,,,,512
,,,,,,,,,,413
,,,,,,,,,,247
,,,,,,,,,,640
,,,,,,,,,,160
,,,,,,,,,,176
,,,,,,,,,,304
,,,,,,,,,,180
,,,,,,,,,,200
,,,,,,,,,,460
,,,,,,,,,,470
,,,,,,,,,,176
,,,,,,,,,,477
,,,,,,,,,,383
,,,,,,,,,,480
,,,,,,,,,,0
,,,,,,,,,,196
,,,,,,,,,,112
,,,,,,,,,,900
,,,,,,,,,,267
,,,,,,,,,,229
,,,,,,,,,,183
,,,,,,,,,,229
,,,,,,,,,,118
,,,,,,,,,,233
,,,,,,,,,,238
,,,,,,,,,,517
,,,,,,,,,,446
,,,,,,,,,,198
,,,,,,,,,,198
,,,,,,,,,,118
,,,,,,,,,,60
,,,,,,,,,,900
,,,,,,,,,,172
,,,,,,,,,,230
,,,,,,,,,,571
,,,,,,,,,,181
,,,,,,,,,,167
,,,,,,,,,,150
,,,,,,,,,,378
,,,,,,,,,,590
,,,,,,,,,,200
,,,,,,,,,,338
,,,,,,,,,,480
,,,,,,,,,,820
,,,,,,,,,,282
,,,,,,,,,,280
,,,,,,,,,,433
,,,,,,,,,,376
,,,,,,,,,,350
,,,,,,,,,,433
,,,,,,,,,,173
,,,,,,,,,,244
,,,,,,,,,,700
,,,,,,,,,,241
,,,,,,,,,,130
,,,,,,,,,,200
,,,,,,,,,,305
,,,,,,,,,,600
,,,,,,,,,,151
,,,,,,,,,,151
,,,,,,,,,,120
,,,,,,,,,,264
,,,,,,,,,,70
,,,,,,,,,,470
,,,,,,,,,,177
,,,,,,,,,,177
,,,,,,,,,,470
,,,,,,,,,,470
,,,,,,,,,,300
,,,,,,,,,,213
,,,,,,,,,,346
,,,,,,,,,,367
,,,,,,,,,,217
,,,,,,,,,,119
,,,,,,,,,,130
,,,,,,,,,,279
,,,,,,,,,,300
,,,,,,,,,,167
,,,,,,,,,,167
,,,,,,,,,,700
,,,,,,,,,,406
,,,,,,,,,,277
,,,,,,,,,,280
,,,,,,,,,,300
,,,,,,,,,,310
,,,,,,,,,,280
,,,,,,,,,,750
,,,,,,,,,,70
,,,,,,,,,,412
,,,,,,,,,,275
,,,,,,,,,,600
,,,,,,,,,,330
,,,,,,,,,,700
,,,,,,,,,,350
,,,,,,,,,,910
,,,,,,,,,,260
,,,,,,,,,,260
,,,,,,,,,,460
,,,,,,,,,,230
,,,,,,,,,,352
,,,,,,,,,,288
,,,,,,,,,,266
,,,,,,,,,,196
,,,,,,,,,,210
,,,,,,,,,,438
,,,,,,,,,,261
,,,,,,,,,,96
,,,,,,,,,,1220
,,,,,,,,,,1200
,,,,,,,,,,300
,,,,,,,,,,168
,,,,,,,,,,735
,,,,,,,,,,545
,,,,,,,,,,545
,,,,,,,,,,545
,,,,,,,,,,815
,,,,,,,,,,588
,,,,,,,,,,659
,,,,,,,,,,350
,,,,,,,,,,650
,,,,,,,,,,880
,,,,,,,,,,0
,,,,,,,,,,540
,,,,,,,,,,120
,,,,,,,,,,200
,,,,,,,,,,200
,,,,,,,,,,345
,,,,,,,,,,296
,,,,,,,,,,77
,,,,,,,,,,65
,,,,,,,,,,256
,,,,,,,,,,292
,,,,,,,,,,111
,,,,,,,,,,86
,,,,,,,,,,144
,,,,,,,,,,325
,,,,,,,,,,270
,,,,,,,,,,270
,,,,,,,,,,680
,,,,,,,,,,593
,,,,,,,,,,514
,,,,,,,,,,200
,,,,,,,,,,130
,,,,,,,,,,133
,,,,,,,,,,130
,,,,,,,,,,250
,,,,,,,,,,0
,,,,,,,,,,87
,,,,,,,,,,34
,,,,,,,,,,47
,,,,,,,,,,214
,,,,,,,,,,67
,,,,,,,,,,61
,,,,,,,,,,213
,,,,,,,,,,311
,,,,,,,,,,184
,,,,,,,,,,376
,,,,,,,,,,156
,,,,,,,,,,883
,,,,,,,,,,183
,,,,,,,,,,426
,,,,,,,,,,238
,,,,,,,,,,147
,,,,,,,,,,394
,,,,,,,,,,73
,,,,,,,,,,248
,,,,,,,,,,279
,,,,,,,,,,70
,,,,,,,,,,290
,,,,,,,,,,376
,,,,,,,,,,376
,,,,,,,,,,540
,,,,,,,,,,481
,,,,,,,,,,669
,,,,,,,,,,0
,,,,,,,,,,526
,,,,,,,,,,187
,,,,,,,,,,223
,,,,,,,,,,89
,,,,,,,,,,158
,,,,,,,,,,119
,,,,,,,,,,119
,,,,,,,,,,385
,,,,,,,,,,707
,,,,,,,,,,1010
,,,,,,,,,,70
,,,,,,,,,,55
,,,,,,,,,,50
,,,,,,,,,,183
,,,,,,,,,,56
,,,,,,,,,,35
,,,,,,,,,,98
,,,,,,,,,,200
,,,,,,,,,,102
,,,,,,,,,,320
,,,,,,,,,,200
,,,,,,,,,,320
,,,,,,,,,,400
,,,,,,,,,,333
,,,,,,,,,,530
,,,,,,,,,,380
,,,,,,,,,,400
,,,,,,,,,,378
,,,,,,,,,,327
,,,,,,,,,,106
,,,,,,,,,,131
,,,,,,,,,,211
,,,,,,,,,,260
,,,,,,,,,,920
,,,,,,,,,,642
,,,,,,,,,,225
,,,,,,,,,,753
,,,,,,,,,,680
,,,,,,,,,,622
,,,,,,,,,,165
,,,,,,,,,,159
,,,,,,,,,,241
,,,,,,,,,,275
,,,,,,,,,,280
,,,,,,,,,,340
,,,,,,,,,,490
,,,,,,,,,,400
,,,,,,,,,,400
,,,,,,,,,,480
,,,,,,,,,,900
,,,,,,,,,,350
,,,,,,,,,,354
,,,,,,,,,,368
,,,,,,,,,,427
,,,,,,,,,,240
,,,,,,,,,,452
,,,,,,,,,,410
,,,,,,,,,,410
,,,,,,,,,,200
,,,,,,,,,,239
,,,,,,,,,,662
,,,,,,,,,,182
,,,,,,,,,,203
,,,,,,,,,,57
,,,,,,,,,,423
,,,,,,,,,,406
,,,,,,,,,,499
,,,,,,,,,,293
,,,,,,,,,,96
,,,,,,,,,,800
,,,,,,,,,,45
,,,,,,,,,,186
,,,,,,,,,,125
,,,,,,,,,,200
,,,,,,,,,,367
,,,,,,,,,,350
,,,,,,,,,,200
,,,,,,,,,,200
,,,,,,,,,,200
,,,,,,,,,,183
,,,,,,,,,,336
,,,,,,,,,,286
,,,,,,,,,,80
,,,,,,,,,,160
,,,,,,,,,,280
,,,,,,,,,,58
,,,,,,,,,,154
,,,,,,,,,,110
,,,,,,,,,,163
,,,,,,,,,,330
,,,,,,,,,,367
,,,,,,,,,,326
,,,,,,,,,,371
,,,,,,,,,,367
,,,,,,,,,,233
,,,,,,,,,,386
,,,,,,,,,,386
,,,,,,,,,,455
,,,,,,,,,,210
,,,,,,,,,,404
,,,,,,,,,,527
,,,,,,,,,,190
,,,,,,,,,,388
,,,,,,,,,,190
,,,,,,,,,,439
,,,,,,,,,,439
,,,,,,,,,,407
,,,,,,,,,,407
,,,,,,,,,,900
,,,,,,,,,,520
,,,,,,,,,,28
,,,,,,,,,,205
,,,,,,,,,,168
,,,,,,,,,,175
,,,,,,,,,,173
,,,,,,,,,,448
,,,,,,,,,,217
,,,,,,,,,,100
,,,,,,,,,,339
,,,,,,,,,,120
,,,,,,,,,,314
,,,,,,,,,,106
,,,,,,,,,,79
,,,,,,,,,,310
,,,,,,,,,,310
,,,,,,,,,,87
,,,,,,,,,,106
,,,,,,,,,,50
,,,,,,,,,,462
,,,,,,,,,,1400
,,,,,,,,,,88
,,,,,,,,,,309
,,,,,,,,,,146
,,,,,,,,,,309
,,,,,,,,,,253
,,,,,,,,,,147
,,,,,,,,,,329
,,,,,,,,,,420
,,,,,,,,,,352
,,,,,,,,,,290
,,,,,,,,,,20
,,,,,,,,,,130
,,,,,,,,,,201
,,,,,,,,,,191
,,,,,,,,,,73
,,,,,,,,,,593
,,,,,,,,,,345
,,,,,,,,,,168
,,,,,,,,,,383
,,,,,,,,,,497
,,,,,,,,,,238
,,,,,,,,,,240
,,,,,,,,,,389
,,,,,,,,,,442
,,,,,,,,,,425
,,,,,,,,,,425
,,,,,,,,,,545
,,,,,,,,,,526
,,,,,,,,,,400
,,,,,,,,,,383
,,,,,,,,,,305
,,,,,,,,,,305
,,,,,,,,,,308
,,,,,,,,,,245
,,,,,,,,,,510
,,,,,,,,,,344
,,,,,,,,,,150
,,,,,,,,,,402
,,,,,,,,,,396
,,,,,,,,,,340
,,,,,,,,,,263
,,,,,,,,,,263
,,,,,,,,,,883
,,,,,,,,,,213
,,,,,,,,,,248
,,,,,,,,,,167
,,,,,,,,,,560
,,,,,,,,,,377
,,,,,,,,,,463
,,,,,,,,,,247
,,,,,,,,,,247
,,,,,,,,,,180
,,,,,,,,,,514
,,,,,,,,,,371
,,,,,,,,,,515
,,,,,,,,,,395
,,,,,,,,,,250
,,,,,,,,,,883
,,,,,,,,,,390
,,,,,,,,,,333
,,,,,,,,,,500
,,,,,,,,,,551
,,,,,,,,,,551
,,,,,,,,,,361
,,,,,,,,,,375
,,,,,,,,,,354
,,,,,,,,,,368
,,,,,,,,,,368
,,,,,,,,,,361
,,,,,,,,,,343
,,,,,,,,,,406
,,,,,,,,,,618
,,,,,,,,,,64
,,,,,,,,,,120
,,,,,,,,,,400
,,,,,,,,,,540
,,,,,,,,,,433
,,,,,,,,,,160
,,,,,,,,,,455
,,,,,,,,,,458
,,,,,,,,,,370
,,,,,,,,,,400
,,,,,,,,,,375
,,,,,,,,,,138
,,,,,,,,,,124
,,,,,,,,,,252
,,,,,,,,,,433
,,,,,,,,,,549
,,,,,,,,,,517
,,,,,,,,,,840
,,,,,,,,,,254
,,,,,,,,,,290
,,,,,,,,,,296
,,,,,,,,,,157
,,,,,,,,,,460
,,,,,,,,,,460
,,,,,,,,,,465
,,,,,,,,,,327
,,,,,,,,,,400
,,,,,,,,,,460
,,,,,,,,,,480
,,,,,,,,,,150
,,,,,,,,,,367
,,,,,,,,,,46
,,,,,,,,,,259
,,,,,,,,,,150
,,,,,,,,,,105
,,,,,,,,,,50
,,,,,,,,,,407
,,,,,,,,,,107
,,,,,,,,,,107
,,,,,,,,,,114
,,,,,,,,,,310
,,,,,,,,,,229
,,,,,,,,,,392
,,,,,,,,,,170
,,,,,,,,,,577
,,,,,,,,,,878
,,,,,,,,,,488
,,,,,,,,,,346
,,,,,,,,,,352
,,,,,,,,,,352
,,,,,,,,,,300
,,,,,,,,,,382
,,,,,,,,,,246
,,,,,,,,,,222
,,,,,,,,,,256
,,,,,,,,,,187
,,,,,,,,,,240
,,,,,,,,,,244
,,,,,,,,,,43
,,,,,,,,,,127
,,,,,,,,,,23
,,,,,,,,,,408
,,,,,,,,,,59
,,,,,,,,,,115
,,,,,,,,,,300
,,,,,,,,,,208
,,,,,,,,,,440
,,,,,,,,,,511
,,,,,,,,,,446
,,,,,,,,,,328
,,,,,,,,,,58
,,,,,,,,,,58
,,,,,,,,,,530
,,,,,,,,,,69
,,,,,,,,,,370
,,,,,,,,,,298
,,,,,,,,,,307
,,,,,,,,,,511
,,,,,,,,,,403
,,,,,,,,,,456
,,,,,,,,,,119
,,,,,,,,,,442
,,,,,,,,,,111
,,,,,,,,,,140
,,,,,,,,,,285
,,,,,,,,,,146
,,,,,,,,,,286
,,,,,,,,,,167
,,,,,,,,,,226
,,,,,,,,,,407
,,,,,,,,,,242
,,,,,,,,,,222
,,,,,,,,,,228
,,,,,,,,,,341
,,,,,,,,,,229
,,,,,,,,,,281
,,,,,,,,,,229
,,,,,,,,,,267
,,,,,,,,,,231
,,,,,,,,,,211
,,,,,,,,,,371
,,,,,,,,,,350
,,,,,,,,,,183
,,,,,,,,,,490
,,,,,,,,,,587
,,,,,,,,,,386
,,,,,,,,,,638
,,,,,,,,,,618
,,,,,,,,,,470
,,,,,,,,,,667
,,,,,,,,,,569
,,,,,,,,,,765
,,,,,,,,,,430
,,,,,,,,,,440
,,,,,,,,,,571
,,,,,,,,,,509
,,,,,,,,,,457
,,,,,,,,,,440
,,,,,,,,,,158
,,,,,,,,,,71
,,,,,,,,,,350
,,,,,,,,,,50
,,,,,,,,,,100
,,,,,,,,,,150
,,,,,,,,,,192
,,,,,,,,,,383
,,,,,,,,,,480
,,,,,,,,,,115
,,,,,,,,,,247
,,,,,,,,,,181
,,,,,,,,,,138
,,,,,,,,,,1000
,,,,,,,,,,230
,,,,,,,,,,510
,,,,,,,,,,506
,,,,,,,,,,400
,,,,,,,,,,519
,,,,,,,,,,95
,,,,,,,,,,113
,,,,,,,,,,115
,,,,,,,,,,1450
,,,,,,,,,,115
,,,,,,,,,,85
,,,,,,,,,,2
,,,,,,,,,,109
,,,,,,,,,,98
,,,,,,,,,,109
,,,,,,,,,,108
,,,,,,,,,,70
,,,,,,,,,,237
,,,,,,,,,,242
,,,,,,,,,,120
,,,,,,,,,,314
,,,,,,,,,,351
,,,,,,,,,,544
,,,,,,,,,,290
,,,,,,,,,,325
,,,,,,,,,,273
,,,,,,,,,,330
,,,,,,,,,,357
,,,,,,,,,,195
,,,,,,,,,,229
,,,,,,,,,,189
,,,,,,,,,,93
,,,,,,,,,,93
,,,,,,,,,,407
,,,,,,,,,,385
,,,,,,,,,,457
,,,,,,,,,,590
,,,,,,,,,,260
,,,,,,,,,,431
,,,,,,,,,,218
,,,,,,,,,,340
,,,,,,,,,,297
,,,,,,,,,,242
,,,,,,,,,,73
,,,,,,,,,,170
,,,,,,,,,,146
,,,,,,,,,,163
,,,,,,,,,,238
,,,,,,,,,,219
,,,,,,,,,,165
,,,,,,,,,,240
,,,,,,,,,,97
,,,,,,,,,,367
,,,,,,,,,,579
,,,,,,,,,,543
,,,,,,,,,,63
,,,,,,,,,,100
,,,,,,,,,,163
,,,,,,,,,,340
,,,,,,,,,,389
,,,,,,,,,,364
,,,,,,,,,,467
,,,,,,,,,,538
,,,,,,,,,,238
,,,,,,,,,,145
,,,,,,,,,,273
,,,,,,,,,,334
,,,,,,,,,,464
,,,,,,,,,,433
,,,,,,,,,,92
,,,,,,,,,,240
,,,,,,,,,,186
,,,,,,,,,,215
,,,,,,,,,,394
,,,,,,,,,,350
,,,,,,,,,,575
,,,,,,,,,,250
,,,,,,,,,,200
,,,,,,,,,,327
,,,,,,,,,,280
,,,,,,,,,,435
,,,,,,,,,,164
,,,,,,,,,,294
,,,,,,,,,,310
,,,,,,,,,,186
,,,,,,,,,,54
,,,,,,,,,,380
,,,,,,,,,,380
,,,,,,,,,,416
,,,,,,,,,,202
,,,,,,,,,,462
,,,,,,,,,,0
,,,,,,,,,,141
,,,,,,,,,,269
,,,,,,,,,,81
,,,,,,,,,,386
,,,,,,,,,,172
,,,,,,,,,,390
,,,,,,,,,,45
,,,,,,,,,,260
,,,,,,,,,,260
,,,,,,,,,,267
,,,,,,,,,,217
,,,,,,,,,,440
,,,,,,,,,,233
,,,,,,,,,,130
,,,,,,,,,,130
,,,,,,,,,,410
,,,,,,,,,,410
,,,,,,,,,,240
,,,,,,,,,,260
,,,,,,,,,,260
,,,,,,,,,,355
,,,,,,,,,,315
,,,,,,,,,,614
,,,,,,,,,,535
,,,,,,,,,,511
,,,,,,,,,,436
,,,,,,,,,,255
,,,,,,,,,,418
,,,,,,,,,,300
,,,,,,,,,,418
,,,,,,,,,,216
,,,,,,,,,,197
,,,,,,,,,,190
,,,,,,,,,,522
,,,,,,,,,,68
,,,,,,,,,,327
,,,,,,,,,,203
,,,,,,,,,,138
,,,,,,,,,,765
,,,,,,,,,,294
,,,,,,,,,,229
,,,,,,,,,,232
,,,,,,,,,,202
,,,,,,,,,,350
,,,,,,,,,,226
,,,,,,,,,,450
,,,,,,,,,,29
,,,,,,,,,,630
,,,,,,,,,,106
,,,,,,,,,,106
,,,,,,,,,,256
,,,,,,,,,,34
,,,,,,,,,,334
,,,,,,,,,,1100
,,,,,,,,,,47
,,,,,,,,,,1500
,,,,,,,,,,123
,,,,,,,,,,160
,,,,,,,,,,260
,,,,,,,,,,670
,,,,,,,,,,290
,,,,,,,,,,343
,,,,,,,,,,38
,,,,,,,,,,163
,,,,,,,,,,510
,,,,,,,,,,330
,,,,,,,,,,131
,,,,,,,,,,365
,,,,,,,,,,225
,,,,,,,,,,160
,,,,,,,,,,500
,,,,,,,,,,260
,,,,,,,,,,577
,,,,,,,,,,33
,,,,,,,,,,263
,,,,,,,,,,107
,,,,,,,,,,293
,,,,,,,,,,184
,,,,,,,,,,60
,,,,,,,,,,410
,,,,,,,,,,138
,,,,,,,,,,148
,,,,,,,,,,300
,,,,,,,,,,300
,,,,,,,,,,388
,,,,,,,,,,400
,,,,,,,,,,156
,,,,,,,,,,124
,,,,,,,,,,100
,,,,,,,,,,438
,,,,,,,,,,500
,,,,,,,,,,420
,,,,,,,,,,480
,,,,,,,,,,250
,,,,,,,,,,250
,,,,,,,,,,238
,,,,,,,,,,89
,,,,,,,,,,253
,,,,,,,,,,489
,,,,,,,,,,600
,,,,,,,,,,417
,,,,,,,,,,110
,,,,,,,,,,480
,,,,,,,,,,480
,,,,,,,,,,480
,,,,,,,,,,109
,,,,,,,,,,96
,,,,,,,,,,240
,,,,,,,,,,590
,,,,,,,,,,64
,,,,,,,,,,92
,,,,,,,,,,256
,,,,,,,,,,323
,,,,,,,,,,200
,,,,,,,,,,59
,,,,,,,,,,268
,,,,,,,,,,337
,,,,,,,,,,80
,,,,,,,,,,120
,,,,,,,,,,120
,,,,,,,,,,237
,,,,,,,,,,306
,,,,,,,,,,125
,,,,,,,,,,319
,,,,,,,,,,337
,,,,,,,,,,134
,,,,,,,,,,300
,,,,,,,,,,500
,,,,,,,,,,221
,,,,,,,,,,240
,,,,,,,,,,274
,,,,,,,,,,301
,,,,,,,,,,445
,,,,,,,,,,297
,,,,,,,,,,394
,,,,,,,,,,333
,,,,,,,,,,423
,,,,,,,,,,387
,,,,,,,,,,565
,,,,,,,,,,280
,,,,,,,,,,345
,,,,,,,,,,141
,,,,,,,,,,112
,,,,,,,,,,267
,,,,,,,,,,75
,,,,,,,,,,260
,,,,,,,,,,190
,,,,,,,,,,457
,,,,,,,,,,600
,,,,,,,,,,130
,,,,,,,,,,468
,,,,,,,,,,390
,,,,,,,,,,372
,,,,,,,,,,607
,,,,,,,,,,304
,,,,,,,,,,585
,,,,,,,,,,341
,,,,,,,,,,587
,,,,,,,,,,500
,,,,,,,,,,230
,,,,,,,,,,666
,,,,,,,,,,65
,,,,,,,,,,85
,,,,,,,,,,493
,,,,,,,,,,119
,,,,,,,,,,128
,,,,,,,,,,468
,,,,,,,,,,350
,,,,,,,,,,394
,,,,,,,,,,288
,,,,,,,,,,132
,,,,,,,,,,378
,,,,,,,,,,102
,,,,,,,,,,278
,,,,,,,,,,314
,,,,,,,,,,224
,,,,,,,,,,363
,,,,,,,,,,157
,,,,,,,,,,289
,,,,,,,,,,140
,,,,,,,,,,450
,,,,,,,,,,0
,,,,,,,,,,188
,,,,,,,,,,200
,,,,,,,,,,598
,,,,,,,,,,391
,,,,,,,,,,186
,,,,,,,,,,470
,,,,,,,,,,414
,,,,,,,,,,385
,,,,,,,,,,155
,,,,,,,,,,296
,,,,,,,,,,296
,,,,,,,,,,108
,,,,,,,,,,410
,,,,,,,,,,380
,,,,,,,,,,367
,,,,,,,,,,450
,,,,,,,,,,350
,,,,,,,,,,35
,,,,,,,,,,358
,,,,,,,,,,180
,,,,,,,,,,223
,,,,,,,,,,62
,,,,,,,,,,40
,,,,,,,,,,108
,,,,,,,,,,180
,,,,,,,,,,200
,,,,,,,,,,317
,,,,,,,,,,840
,,,,,,,,,,161
,,,,,,,,,,73
,,,,,,,,,,427
,,,,,,,,,,383
,,,,,,,,,,644
,,,,,,,,,,250
,,,,,,,,,,282
,,,,,,,,,,270
,,,,,,,,,,320
,,,,,,,,,,63
,,,,,,,,,,333
,,,,,,,,,,400
,,,,,,,,,,63
,,,,,,,,,,196
,,,,,,,,,,250
,,,,,,,,,,55
,,,,,,,,,,63
,,,,,,,,,,214
,,,,,,,,,,180
,,,,,,,,,,636
,,,,,,,,,,120
,,,,,,,,,,17
,,,,,,,,,,102
,,,,,,,,,,102
,,,,,,,,,,293
,,,,,,,,,,376
,,,,,,,,,,240
,,,,,,,,,,120
,,,,,,,,,,181
,,,,,,,,,,1630
,,,,,,,,,,56
,,,,,,,,,,70
,,,,,,,,,,237
,,,,,,,,,,344
,,,,,,,,,,171
,,,,,,,,,,35
,,,,,,,,,,400
,,,,,,,,,,244
,,,,,,,,,,187
,,,,,,,,,,244
,,,,,,,,,,193
,,,,,,,,,,390
,,,,,,,,,,273
,,,,,,,,,,309
,,,,,,,,,,517
,,,,,,,,,,404
,,,,,,,,,,353
,,,,,,,,,,461
,,,,,,,,,,558
,,,,,,,,,,330
,,,,,,,,,,410
,,,,,,,,,,600
,,,,,,,,,,130
,,,,,,,,,,1070
,,,,,,,,,,447
,,,,,,,,,,198
,,,,,,,,,,373
,,,,,,,,,,250
,,,,,,,,,,288
,,,,,,,,,,409
,,,,,,,,,,200
,,,,,,,,,,188
,,,,,,,,,,340
,,,,,,,,,,209
,,,,,,,,,,209
,,,,,,,,,,100
,,,,,,,,,,158
,,,,,,,,,,274
,,,,,,,,,,232
,,,,,,,,,,311
,,,,,,,,,,167
,,,,,,,,,,360
,,,,,,,,,,270
,,,,,,,,,,477
,,,,,,,,,,420
,,,,,,,,,,800
,,,,,,,,,,565
,,,,,,,,,,165
,,,,,,,,,,340
,,,,,,,,,,214
,,,,,,,,,,180
,,,,,,,,,,427
,,,,,,,,,,323
,,,,,,,,,,474
,,,,,,,,,,198
,,,,,,,,,,850
,,,,,,,,,,225
,,,,,,,,,,304
,,,,,,,,,,332
,,,,,,,,,,403
,,,,,,,,,,350
,,,,,,,,,,176
,,,,,,,,,,315
,,,,,,,,,,318
,,,,,,,,,,300
,,,,,,,,,,349
,,,,,,,,,,80
,,,,,,,,,,313
,,,,,,,,,,337
,,,,,,,,,,270
,,,,,,,,,,117
,,,,,,,,,,340
,,,,,,,,,,150
,,,,,,,,,,85
,,,,,,,,,,21
,,,,,,,,,,440
,,,,,,,,,,214
,,,,,,,,,,356
,,,,,,,,,,186
,,,,,,,,,,95
,,,,,,,,,,350
,,,,,,,,,,140
,,,,,,,,,,247
,,,,,,,,,,225
,,,,,,,,,,214
,,,,,,,,,,156
,,,,,,,,,,350
,,,,,,,,,,333
,,,,,,,,,,163
,,,,,,,,,,181
,,,,,,,,,,167
,,,,,,,,,,150
,,,,,,,,,,475
,,,,,,,,,,380
,,,,,,,,,,270
,,,,,,,,,,300
,,,,,,,,,,330
,,,,,,,,,,260
,,,,,,,,,,275
,,,,,,,,,,250
,,,,,,,,,,420
,,,,,,,,,,270
,,,,,,,,,,370
,,,,,,,,,,333
,,,,,,,,,,250
,,,,,,,,,,500
,,,,,,,,,,45
,,,,,,,,,,46
,,,,,,,,,,340
,,,,,,,,,,164
,,,,,,,,,,240
,,,,,,,,,,229
,,,,,,,,,,87
,,,,,,,,,,356
,,,,,,,,,,200
,,,,,,,,,,264
,,,,,,,,,,1040
,,,,,,,,,,175
,,,,,,,,,,170
,,,,,,,,,,188
,,,,,,,,,,101
,,,,,,,,,,20
,,,,,,,,,,299
,,,,,,,,,,344
,,,,,,,,,,372
,,,,,,,,,,180
,,,,,,,,,,1430
,,,,,,,,,,138
,,,,,,,,,,85
,,,,,,,,,,230
,,,,,,,,,,597
,,,,,,,,,,196
,,,,,,,,,,174
,,,,,,,,,,120
,,,,,,,,,,200
,,,,,,,,,,71
,,,,,,,,,,245
,,,,,,,,,,90
,,,,,,,,,,80
,,,,,,,,,,150
,,,,,,,,,,200
,,,,,,,,,,220
,,,,,,,,,,370
,,,,,,,,,,344
,,,,,,,,,,230
,,,,,,,,,,96
,,,,,,,,,,411
,,,,,,,,,,221
,,,,,,,,,,630
,,,,,,,,,,579
